ntests,atleast,atmost,exactly
0,10000,0,0
1,10000,0,0
2,10000,0,0
3,10000,0,0
4,10000,0,0
5,10000,0,0
6,10000,0,0
7,10000,0,0
8,10000,0,0
9,10000,0,0
10,10000,0,0
11,10000,0,0
12,10000,0,0
13,10000,0,0
14,10000,0,0
15,10000,0,0
16,10000,0,0
17,10000,0,0
18,10000,0,0
19,10000,0,0
20,10000,0,0
21,10000,0,0
22,10000,0,0
23,10000,0,0
24,10000,0,0
25,10000,0,0
26,10000,0,0
27,10000,0,0
28,10000,0,0
29,10000,0,0
30,10000,0,0
31,10000,0,0
32,10000,0,0
33,10000,0,0
34,10000,0,0
35,10000,0,0
36,10000,0,0
37,10000,0,0
38,10000,0,0
39,10000,0,0
40,10000,0,0
41,10000,0,0
42,10000,0,0
43,10000,0,0
44,10000,0,0
45,10000,0,0
46,10000,0,0
47,10000,0,0
48,10000,0,0
49,10000,0,0
50,10000,0,0
51,10000,0,0
52,10000,0,0
53,10000,0,0
54,10000,0,0
55,10000,0,0
56,10000,0,0
57,10000,0,0
58,10000,0,0
59,10000,0,0
60,10000,0,0
61,10000,0,0
62,10000,0,0
63,10000,0,0
64,10000,0,0
65,10000,0,0
66,10000,0,0
67,10000,0,0
68,10000,0,0
69,10000,0,0
70,10000,0,0
71,10000,0,0
72,10000,0,0
73,10000,0,0
74,10000,0,0
75,10000,0,0
76,10000,0,0
77,10000,0,0
78,10000,0,0
79,10000,0,0
80,10000,0,0
81,10000,0,0
82,10000,0,0
83,10000,0,0
84,10000,0,0
85,10000,0,0
86,10000,0,0
87,10000,0,0
88,10000,0,0
89,10000,0,0
90,10000,0,0
91,10000,0,0
92,10000,0,0
93,10000,0,0
94,10000,0,0
95,10000,0,0
96,10000,0,0
97,10000,0,0
98,10000,0,0
99,10000,0,0
100,10000,0,0
101,10000,0,0
102,10000,0,0
103,10000,0,0
104,10000,0,0
105,10000,0,0
106,10000,0,0
107,10000,0,0
108,10000,0,0
109,10000,0,0
110,10000,0,0
111,10000,0,0
112,10000,0,0
113,10000,0,0
114,10000,0,0
115,10000,0,0
116,10000,0,0
117,10000,0,0
118,10000,0,0
119,10000,0,0
120,10000,0,0
121,10000,0,0
122,10000,0,0
123,10000,0,0
124,10000,0,0
125,10000,0,0
126,10000,0,0
127,10000,0,0
128,10000,0,0
129,10000,0,0
130,10000,0,0
131,10000,0,0
132,10000,0,0
133,10000,0,0
134,10000,0,0
135,10000,0,0
136,10000,0,0
137,10000,0,0
138,10000,0,0
139,10000,0,0
140,10000,0,0
141,10000,0,0
142,10000,0,0
143,10000,0,0
144,10000,0,0
145,10000,0,0
146,10000,0,0
147,10000,0,0
148,10000,0,0
149,10000,0,0
150,10000,0,0
151,10000,0,0
152,10000,0,0
153,10000,0,0
154,10000,0,0
155,10000,0,0
156,10000,0,0
157,10000,0,0
158,10000,0,0
159,10000,0,0
160,10000,0,0
161,10000,0,0
162,10000,0,0
163,10000,0,0
164,10000,0,0
165,10000,0,0
166,10000,0,0
167,10000,0,0
168,10000,0,0
169,10000,0,0
170,10000,0,0
171,10000,0,0
172,10000,0,0
173,10000,0,0
174,10000,0,0
175,10000,0,0
176,10000,0,0
177,10000,0,0
178,10000,0,0
179,10000,0,0
180,10000,0,0
181,10000,0,0
182,10000,0,0
183,10000,0,0
184,10000,0,0
185,10000,0,0
186,10000,0,0
187,10000,0,0
188,10000,0,0
189,10000,0,0
190,10000,0,0
191,10000,0,0
192,10000,0,0
193,10000,0,0
194,10000,0,0
195,10000,0,0
196,10000,0,0
197,10000,0,0
198,10000,0,0
199,10000,0,0
200,10000,0,0
201,10000,0,0
202,10000,0,0
203,10000,0,0
204,10000,0,0
205,10000,0,0
206,10000,0,0
207,10000,0,0
208,10000,0,0
209,10000,0,0
210,10000,0,0
211,10000,0,0
212,10000,0,0
213,10000,0,0
214,10000,0,0
215,10000,0,0
216,10000,0,0
217,10000,0,0
218,10000,0,0
219,10000,0,0
220,10000,0,0
221,10000,0,0
222,10000,0,0
223,10000,0,0
224,10000,0,0
225,10000,0,0
226,10000,0,0
227,10000,0,0
228,10000,0,0
229,10000,0,0
230,10000,0,0
231,10000,0,0
232,10000,0,0
233,10000,0,0
234,10000,0,0
235,10000,0,0
236,10000,0,0
237,10000,0,0
238,10000,0,0
239,10000,0,0
240,10000,0,0
241,10000,0,0
242,10000,0,0
243,10000,0,0
244,10000,0,0
245,10000,0,0
246,10000,0,0
247,10000,0,0
248,10000,0,0
249,10000,0,0
250,10000,0,0
251,10000,0,0
252,10000,0,0
253,10000,0,0
254,10000,0,0
255,10000,0,0
256,10000,0,0
257,10000,0,0
258,10000,0,0
259,10000,0,0
260,10000,0,0
261,10000,0,0
262,10000,0,0
263,10000,0,0
264,10000,0,0
265,10000,0,0
266,10000,0,0
267,10000,0,0
268,10000,0,0
269,10000,0,0
270,10000,0,0
271,10000,0,0
272,10000,0,0
273,10000,0,0
274,10000,0,0
275,10000,0,0
276,10000,0,0
277,10000,0,0
278,10000,0,0
279,10000,0,0
280,10000,0,0
281,10000,0,0
282,10000,0,0
283,10000,0,0
284,10000,0,0
285,10000,0,0
286,10000,0,0
287,10000,0,0
288,10000,0,0
289,10000,0,0
290,10000,0,0
291,10000,0,0
292,10000,0,0
293,10000,0,0
294,10000,0,0
295,10000,0,0
296,10000,0,0
297,10000,0,0
298,10000,0,0
299,10000,0,0
300,10000,0,0
301,10000,0,0
302,10000,0,0
303,10000,0,0
304,10000,0,0
305,10000,0,0
306,10000,0,0
307,10000,0,0
308,10000,0,0
309,10000,0,0
310,10000,0,0
311,10000,0,0
312,10000,0,0
313,10000,0,0
314,10000,0,0
315,10000,0,0
316,10000,0,0
317,10000,0,0
318,10000,0,0
319,10000,0,0
320,10000,0,0
321,10000,0,0
322,10000,0,0
323,10000,0,0
324,10000,0,0
325,10000,0,0
326,10000,0,0
327,10000,0,0
328,10000,0,0
329,10000,0,0
330,10000,0,0
331,10000,0,0
332,10000,0,0
333,10000,0,0
334,10000,0,0
335,10000,0,0
336,10000,0,0
337,10000,0,0
338,10000,0,0
339,10000,0,0
340,10000,0,0
341,10000,0,0
342,10000,0,0
343,10000,0,0
344,10000,0,0
345,10000,0,0
346,10000,0,0
347,10000,0,0
348,10000,0,0
349,10000,0,0
350,10000,0,0
351,10000,0,0
352,10000,0,0
353,10000,0,0
354,10000,0,0
355,10000,0,0
356,10000,0,0
357,10000,0,0
358,10000,0,0
359,10000,0,0
360,10000,0,0
361,10000,0,0
362,10000,0,0
363,10000,0,0
364,10000,0,0
365,10000,0,0
366,10000,0,0
367,10000,0,0
368,10000,0,0
369,10000,0,0
370,10000,0,0
371,10000,0,0
372,10000,0,0
373,10000,0,0
374,10000,0,0
375,10000,0,0
376,10000,0,0
377,10000,0,0
378,10000,0,0
379,10000,0,0
380,10000,0,0
381,10000,0,0
382,10000,0,0
383,10000,0,0
384,10000,0,0
385,10000,0,0
386,10000,0,0
387,10000,0,0
388,10000,0,0
389,10000,0,0
390,10000,0,0
391,10000,0,0
392,10000,0,0
393,10000,0,0
394,10000,0,0
395,10000,0,0
396,10000,0,0
397,10000,0,0
398,10000,0,0
399,10000,0,0
400,10000,0,0
401,10000,0,0
402,10000,0,0
403,10000,0,0
404,10000,0,0
405,10000,0,0
406,10000,0,0
407,10000,0,0
408,10000,1,1
409,9999,1,0
410,9999,1,0
411,9999,1,0
412,9999,1,0
413,9999,2,1
414,9998,2,0
415,9998,2,0
416,9998,2,0
417,9998,3,1
418,9997,3,0
419,9997,3,0
420,9997,3,0
421,9997,3,0
422,9997,4,1
423,9996,4,0
424,9996,4,0
425,9996,6,2
426,9994,8,2
427,9992,8,0
428,9992,8,0
429,9992,8,0
430,9992,8,0
431,9992,12,4
432,9988,15,3
433,9985,15,0
434,9985,18,3
435,9982,20,2
436,9980,23,3
437,9977,30,7
438,9970,33,3
439,9967,36,3
440,9964,42,6
441,9958,48,6
442,9952,59,11
443,9941,63,4
444,9937,69,6
445,9931,74,5
446,9926,84,10
447,9916,100,16
448,9900,113,13
449,9887,125,12
450,9875,140,15
451,9860,154,14
452,9846,172,18
453,9828,195,23
454,9805,218,23
455,9782,242,24
456,9758,277,35
457,9723,310,33
458,9690,348,38
459,9652,388,40
460,9612,423,35
461,9577,471,48
462,9529,516,45
463,9484,570,54
464,9430,620,50
465,9380,681,61
466,9319,735,54
467,9265,792,57
468,9208,864,72
469,9136,932,68
470,9068,1010,78
471,8990,1083,73
472,8917,1160,77
473,8840,1235,75
474,8765,1345,110
475,8655,1445,100
476,8555,1546,101
477,8454,1656,110
478,8344,1768,112
479,8232,1879,111
480,8121,1997,118
481,8003,2132,135
482,7868,2274,142
483,7726,2414,140
484,7586,2545,131
485,7455,2676,131
486,7324,2826,150
487,7174,2976,150
488,7024,3128,152
489,6872,3284,156
490,6716,3438,154
491,6562,3605,167
492,6395,3753,148
493,6247,3937,184
494,6063,4146,209
495,5854,4299,153
496,5701,4479,180
497,5521,4650,171
498,5350,4830,180
499,5170,5038,208
500,4962,5196,158
501,4804,5415,219
502,4585,5600,185
503,4400,5792,192
504,4208,5981,189
505,4019,6162,181
506,3838,6338,176
507,3662,6500,162
508,3500,6654,154
509,3346,6812,158
510,3188,6958,146
511,3042,7130,172
512,2870,7277,147
513,2723,7448,171
514,2552,7578,130
515,2422,7697,119
516,2303,7805,108
517,2195,7926,121
518,2074,8039,113
519,1961,8169,130
520,1831,8302,133
521,1698,8407,105
522,1593,8507,100
523,1493,8625,118
524,1375,8721,96
525,1279,8820,99
526,1180,8904,84
527,1096,8993,89
528,1007,9064,71
529,936,9142,78
530,858,9208,66
531,792,9265,57
532,735,9312,47
533,688,9376,64
534,624,9421,45
535,579,9485,64
536,515,9528,43
537,472,9570,42
538,430,9599,29
539,401,9646,47
540,354,9677,31
541,323,9710,33
542,290,9733,23
543,267,9756,23
544,244,9792,36
545,208,9814,22
546,186,9840,26
547,160,9853,13
548,147,9869,16
549,131,9886,17
550,114,9899,13
551,101,9908,9
552,92,9916,8
553,84,9925,9
554,75,9934,9
555,66,9940,6
556,60,9946,6
557,54,9953,7
558,47,9960,7
559,40,9967,7
560,33,9972,5
561,28,9974,2
562,26,9977,3
563,23,9983,6
564,17,9983,0
565,17,9985,2
566,15,9986,1
567,14,9989,3
568,11,9993,4
569,7,9993,0
570,7,9994,1
571,6,9994,0
572,6,9994,0
573,6,9994,0
574,6,9994,0
575,6,9994,0
576,6,9995,1
577,5,9997,2
578,3,9998,1
579,2,9998,0
580,2,9998,0
581,2,9998,0
582,2,9998,0
583,2,9998,0
584,2,9998,0
585,2,9999,1
586,1,9999,0
587,1,9999,0
588,1,9999,0
589,1,9999,0
590,1,9999,0
591,1,9999,0
592,1,9999,0
593,1,9999,0
594,1,9999,0
595,1,10000,1
