ntests,atleast,atmost,exactly
0,10000,9990,9990
1,10,9991,1
2,9,9991,0
3,9,9991,0
4,9,9991,0
5,9,9991,0
6,9,9991,0
7,9,9991,0
8,9,9991,0
9,9,9991,0
10,9,9991,0
11,9,9991,0
12,9,9991,0
13,9,9991,0
14,9,9991,0
15,9,9991,0
16,9,9991,0
17,9,9991,0
18,9,9991,0
19,9,9991,0
20,9,9991,0
21,9,9991,0
22,9,9991,0
23,9,9991,0
24,9,9991,0
25,9,9991,0
26,9,9991,0
27,9,9991,0
28,9,9991,0
29,9,9991,0
30,9,9991,0
31,9,9991,0
32,9,9991,0
33,9,9991,0
34,9,9991,0
35,9,9991,0
36,9,9991,0
37,9,9991,0
38,9,9991,0
39,9,9991,0
40,9,9991,0
41,9,9992,1
42,8,9992,0
43,8,9992,0
44,8,9992,0
45,8,9994,2
46,6,9994,0
47,6,9994,0
48,6,9994,0
49,6,9996,2
50,4,9996,0
51,4,9996,0
52,4,9997,1
53,3,9997,0
54,3,9997,0
55,3,9997,0
56,3,9997,0
57,3,9998,1
58,2,9999,1
59,1,9999,0
60,1,9999,0
61,1,9999,0
62,1,9999,0
63,1,9999,0
64,1,9999,0
65,1,10000,1
